Jours/Heures;00:00;00:30;01:00;01:30;02:00;02:30;03:00;03:30;04:00;04:30;05:00;05:30;06:00;06:30;07:00;07:30;08:00;08:30;09:00;09:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30;22:00;22:30;23:00;23:30
 30/06/2022;44764;42514;40663;40813;40715;39306;38070;37379;36855;36434;37003;37799;38720;40704;42953;45233;46676;48145;49104;49346;50379;50893;51126;51669;52648;51732;53195;51455;51456;51196;50447;49523;49287;48561;47943;47585;48134;48455;49733;48929;48081;46455;45264;44517;43961;45989;47597;46486
 01/07/2022;44595;42349;40468;40798;40712;39636;38002;37401;36810;36562;37155;38006;38717;40622;42970;45161;46736;48134;49071;49771;50256;50510;50742;51193;52112;51239;52595;50284;49985;49793;48679;47713;47205;46379;46155;45981;46584;46696;47291;46582;45844;44398;43519;42950;42830;44836;46513;45856
 02/07/2022;43783;41760;39741;40040;39598;38118;36405;35690;35074;34754;34475;34801;34245;34820;35575;36593;37570;39223;40877;42065;42796;43380;44096;44234;45974;45342;47135;44580;43863;43751;42446;41991;41475;40926;40660;40556;41452;41714;42329;41854;41552;40568;40032;39491;39553;41891;43826;43608
 03/07/2022;41832;39892;38122;38321;37818;36099;34563;33763;33002;32732;32332;32272;31505;31756;31998;32494;33346;34630;35986;37730;38767;39631;40688;41369;43144;42835;44834;41611;40572;40768;39824;39410;38852;38542;38504;38858;40046;40583;42133;42243;42073;41248;40877;40533;40363;42257;44366;43857
 04/07/2022;41933;39763;37868;38144;37940;36814;34866;34466;33867;34090;34758;35945;36890;38925;40932;43403;45103;46687;47712;48804;49475;49650;50219;50720;52042;51505;53051;51183;51027;51144;50492;49858;49370;48682;48350;47786;48647;48949;50295;49584;48687;46939;45595;44815;44200;45871;47801;47062
 05/07/2022;44841;42670;40796;40676;40654;39486;37551;37050;36485;36368;36927;37680;38520;40465;42520;44767;46420;47795;48820;49767;50418;50735;51315;51898;52973;52438;54071;52181;52243;52067;51326;51043;50741;49885;49624;49129;49497;49620;50758;50163;49097;47450;46216;45431;44904;46937;48713;47644
 06/07/2022;45520;43203;41089;41265;40847;40278;38056;37643;36890;36918;37438;38231;38934;40500;42435;44461;46343;48012;48911;50059;50649;51283;52000;52539;53665;53128;54897;52773;52804;52800;51596;50883;50700;49853;49793;49215;49886;50059;51053;50368;49338;47654;46405;45600;45097;47188;48789;47578
 07/07/2022;45691;43238;41095;41201;41182;39772;38174;37512;36921;36739;37240;38015;38946;40621;42689;45128;46696;48117;49154;49843;50930;51343;52023;52341;53282;52518;54067;52387;52305;52261;51483;50939;50662;49670;49346;49227;49707;49725;50561;49897;48845;47396;46244;45385;44905;46910;48575;47122
 08/07/2022;45238;42825;40712;40676;40617;39192;37879;37301;36733;36641;36983;37763;38453;40165;42088;44385;46240;47522;48590;49502;50284;50446;50874;51305;52523;51836;53365;51220;50653;50442;49646;49196;48710;47697;47809;47643;48327;48175;48420;47843;46988;45735;44912;44226;44015;45965;47938;46667
 09/07/2022;44677;43195;40732;40712;40361;39073;36977;36296;35610;35319;34910;35139;34616;34841;35220;36482;37732;39449;41244;42315;43485;44137;44828;45234;47222;46716;48725;46495;45527;45534;44659;44308;43980;43323;43356;42949;43701;43847;44142;43658;43414;42246;41833;41205;41201;43300;45511;45243
 10/07/2022;43043;41186;38999;39212;38634;36990;35401;34692;34071;33736;33276;33136;32533;32500;32663;33150;34211;35782;37191;38622;39788;41061;41898;42908;44575;44225;46394;43634;42761;42870;41776;41445;40926;40432;40850;40921;41474;42167;43417;43543;43686;42615;42402;42023;41925;43901;45817;45331
 11/07/2022;42833;40430;38286;38980;38406;36692;35661;35279;34736;34866;35484;36618;37872;39691;41748;43968;45911;47796;48821;49827;50331;51046;51612;52274;53419;52972;54546;53024;52923;53064;52356;51757;51361;50654;50519;49979;50583;50950;52064;51239;50686;48771;47466;46732;46214;47687;49440;48495
 12/07/2022;45772;43732;41597;41950;41367;39876;38831;38178;37630;37340;37971;38768;39890;41579;43631;45897;47663;49186;50198;51015;51575;52214;52798;53350;54434;53918;55526;53947;54198;54412;53674;53290;53001;52284;51958;51449;51812;51984;52703;52058;51293;49497;48254;47389;47346;48630;50631;49397
 13/07/2022;46821;44563;42281;42688;41792;40924;39477;38942;38383;38323;38851;39592;40265;41848;43550;45479;47534;49304;50303;51204;51813;52667;53243;53901;54795;54270;56023;54182;54496;54824;53653;53086;52653;51952;51894;51058;51539;51334;51948;51241;50175;48543;47419;46361;46974;48119;49996;49076
 14/07/2022;46375;44046;41635;42200;41464;39549;38364;37593;36892;36078;35701;35565;34873;34676;35178;36026;36796;38383;39675;40886;42123;43098;44040;44863;46284;46732;48672;46362;45468;45168;44821;44012;43838;43317;43166;43624;44513;44515;45388;45530;45272;44604;44020;43646;44029;45422;47195;46481
 15/07/2022;44222;41677;39732;40207;39694;37587;36310;35801;35366;35084;35526;36542;36736;37679;38533;39849;41286;42909;44348;45893;46710;47174;47604;48504;50341;50471;52168;49922;49703;49663;49165;48308;48236;47443;47543;47347;48330;48245;48466;48038;47660;46505;45873;45191;45156;46836;48810;47563
 18/07/2022;44070;41794;39786;40293;39460;37919;36854;36486;35934;36216;36980;38298;39335;41082;42766;45079;47250;49031;50325;51672;52170;52865;53459;54336;55610;54924;56784;55625;55684;56513;55415;55065;54451;54078;53815;53243;53766;53761;54720;53997;53043;51310;49884;49040;49007;50138;51770;50269
 19/07/2022;47607;45250;42937;43075;42567;41084;40037;39368;39046;39038;39601;40826;41651;43059;44788;47038;48891;50735;52040;53293;53992;54594;55324;56003;57086;56243;58122;56977;57099;57814;56916;56617;56145;55563;55340;54544;54823;54751;55287;54526;53230;51573;50193;49305;49080;50266;52253;50055
 20/07/2022;47912;45866;43437;43674;43251;42055;40030;39928;39322;39525;39846;40977;41419;42758;44308;46058;47856;49736;51081;52704;53484;54248;54851;55657;57119;56540;58397;56828;56829;57066;55786;55141;54468;53525;53331;52672;52975;53312;53839;53081;52219;50783;49579;48786;49092;50436;51994;50179
 21/07/2022;48066;44911;42736;43266;42890;41095;39703;39105;38532;38376;38771;39815;40451;42015;43697;45778;47420;49035;50629;51524;52681;53214;53875;54350;55607;54739;56454;55014;54947;54898;54132;53120;52711;51884;51601;51469;51824;52017;52570;51730;51011;49893;48893;48642;48573;49432;51259;49756
 22/07/2022;47300;44472;42363;42977;42619;40859;39742;38986;38309;38064;38408;39697;40352;41700;43362;45291;47085;48602;50129;51461;51855;52279;52777;53343;54501;53702;55366;53464;53068;53198;51848;51156;50381;49741;49876;49551;49987;50038;50152;49477;48794;47737;47074;46780;46918;47944;49939;49251
 23/07/2022;46337;44293;42027;42585;41930;40254;38700;37784;36933;36614;36249;36696;36387;36320;36453;37138;38505;40270;42068;43815;44622;45275;46009;46532;48410;47835;49738;47486;46530;46914;45323;44926;44351;44023;43970;43773;44421;44854;44942;44549;44283;43517;43264;43078;43340;44844;46644;45966
 24/07/2022;43792;41311;39358;39920;38803;37368;36252;35189;34386;33958;33828;33847;33452;33103;32856;33095;34274;35548;36851;39011;40289;41451;42446;43346;45316;44926;47194;44257;43491;43839;42439;42307;41730;41408;41657;42108;42748;43287;44328;45057;44943;44045;43848;43877;44337;45471;47288;46100
 25/07/2022;43628;41625;39653;40274;39419;38394;37048;36812;36360;36520;37001;38353;39736;40808;42184;44088;46166;47440;49084;50738;51465;52388;53136;53629;55098;54500;56112;54454;54149;54737;53605;53299;52646;52300;51617;51422;51812;52101;53125;53030;52158;50183;48997;48773;49259;49543;51295;49426
 26/07/2022;47112;44770;42641;42906;42525;40976;39807;38976;38426;38191;38698;39669;40991;41893;43240;45098;46916;48487;49885;51120;51936;52420;53245;53707;54937;54121;55687;53718;53711;53302;52636;52237;51511;50870;50661;50220;50496;51129;51953;51251;50570;49177;48054;47771;48090;48709;50122;48499
 27/07/2022;46448;42857;40878;41290;41058;39764;38210;37563;36899;36886;37374;38580;39848;40400;42075;43557;45300;47038;48583;49312;50271;50543;50949;51541;53101;52334;54155;52204;52146;52107;50732;50341;49379;49107;48486;48590;48964;49441;50305;49932;49221;47978;46998;46784;46902;48182;49228;47693
 28/07/2022;45170;42712;41081;42055;41343;39833;38372;37731;37355;36925;37736;38698;39782;40545;42293;43925;45472;46983;48497;49166;49802;50099;50598;51153;52710;51598;53416;51470;51149;51404;50706;50026;49419;48795;48591;48013;48694;49050;49872;49390;48712;47534;46340;46423;46122;47248;48963;47420
 29/07/2022;44984;42582;40692;41137;40405;38936;37792;36944;36710;36129;36850;37814;38583;39594;41078;42585;44143;45517;46536;48347;48993;49502;49881;50382;51219;50782;52423;49930;49743;50099;49065;48461;47508;46698;46970;46355;46535;46507;47323;46517;45996;44800;43605;43870;43424;44659;46839;45482
 30/07/2022;43009;41562;39361;39821;39240;37590;36688;35653;35242;34799;34548;35064;34845;34767;34950;35433;36569;37869;39113;40409;41460;42268;42927;43141;44860;44824;46446;44117;43769;43579;43043;42550;41860;41895;41476;41581;41898;42282;42710;42292;42181;41368;40814;40637;40761;41683;43703;42560
 31/07/2022;41111;39405;37312;37528;36116;35490;34163;33315;33019;32195;32138;31954;31976;31565;31644;31957;32975;34250;35473;36763;37919;38629;39680;40191;42265;41868;43829;41259;40811;40006;39528;39653;39175;38872;38903;39174;39803;40142;41103;41444;41438;40856;40812;40874;41244;42767;44068;42929
 01/08/2022;40742;38632;36925;37087;36465;35392;34318;33848;33646;33443;34077;35027;36161;37076;38403;40079;41751;43012;44586;45562;46514;46814;47768;48320;49591;49090;50641;49077;48656;48295;47713;47481;47091;46592;46216;46202;46639;47303;48229;47604;47116;45404;44949;45009;45230;45366;46979;46129
 02/08/2022;43753;41141;39283;39652;39246;37677;36591;35680;35318;35131;35622;36403;37625;38279;39488;41239;42978;44299;45978;46571;47368;47859;48575;48956;49978;49354;50975;49041;48895;48780;47931;47633;47542;46889;46824;46492;47360;47529;48514;47940;47327;46054;45549;45385;45951;46296;47901;46718
 03/08/2022;43958;41513;39629;39830;39178;37883;36438;35868;35468;35141;35530;36454;37589;37968;39196;40871;42480;44132;45483;46385;47263;47581;48551;48966;50309;49694;51634;49566;49558;49562;48698;48601;48150;47713;47687;47400;48394;48500;49386;49031;48221;46969;46010;46019;46471;46909;48540;46548
 04/08/2022;44283;41522;39487;40255;39542;37698;36518;35908;35470;34890;35847;36627;37662;38283;39350;40861;42578;44325;45483;46533;47495;48182;49242;49675;51216;50345;52470;50762;50437;50800;50435;50068;49640;49041;48853;48153;49212;49226;49776;49304;48538;46914;46033;45990;46063;46940;48202;46119
 05/08/2022;43820;41621;39496;39867;39166;37836;36760;36055;35531;35253;35719;36634;37485;38195;39086;40479;41978;43724;45067;46483;47468;48226;49079;49235;50736;50339;52175;50095;49947;50371;49782;49668;48853;47653;47523;47278;47615;47671;48277;47563;46826;45571;44991;45265;45222;46461;47564;45385
 06/08/2022;43630;41633;39601;39316;38756;37224;35962;35209;34586;34027;33890;34221;34316;34143;33985;34673;35831;37763;39261;40664;41925;42770;43352;43760;45917;45546;47482;45558;45084;45671;43983;44043;43335;42953;42350;42338;42628;42976;43142;43069;42793;41842;41336;42071;42080;43415;44706;43458
 07/08/2022;42011;39287;37830;37850;36944;35180;34476;33617;32748;32032;31923;31919;32026;31670;31503;31853;32691;34105;35447;36499;37819;38801;39618;40372;42426;42142;44120;41841;41528;41697;39771;39866;39139;38951;38814;39209;39585;39916;40539;41105;41130;40734;40528;41227;41238;42348;43620;42214
 08/08/2022;40396;38144;36964;36924;36331;35160;33752;33277;32925;32515;33100;33955;34982;35817;36687;37776;39419;40661;42116;43116;44000;44635;45403;45834;47680;47287;49094;47709;47648;48015;46200;46126;45358;45180;44849;44494;44688;45322;46280;45856;45474;44328;43372;43996;43906;44551;45968;44221
 09/08/2022;42676;39477;38534;38646;38200;36937;35535;34946;34558;34246;34630;35435;36466;37278;37789;38996;40523;41783;43103;44060;44964;45507;46256;46585;48312;47835;49401;47983;47981;48199;46607;46535;46086;45622;45683;45277;45667;45981;46531;45963;45388;44282;43565;43987;43793;44363;45855;44086
 10/08/2022;42407;39969;38261;38374;37669;36568;35081;34613;34090;34100;34639;35058;36170;36733;37580;38805;40016;41532;42891;44201;44683;45199;45825;46479;48314;47949;49489;47943;47963;48257;46895;46487;46184;45723;45790;45723;46111;46300;46619;46384;45749;44504;43744;43936;43807;44331;45178;43735
 11/08/2022;41426;39456;37521;38332;38001;36142;35039;34456;34210;34100;34502;35223;36254;37100;37628;38833;40142;41675;42915;43974;44901;45445;45983;46542;48470;47954;49525;47690;47565;48022;47395;46968;46592;46216;45561;45821;46201;46241;46509;45944;45134;44292;43646;43600;43447;44125;45124;44205
 12/08/2022;41729;39718;37674;38450;37423;36007;34612;34048;33699;33693;34074;34784;35773;36525;37016;38583;40079;41534;42574;44217;45354;45919;46427;47004;48872;48466;50083;48076;48267;47985;47113;46779;46510;46320;45877;46227;46795;46476;46865;46361;45462;44577;43736;44219;43959;44301;45880;43757
 13/08/2022;41665;38523;36464;36612;35883;34519;33116;32340;31965;31860;31735;31923;32847;32307;31687;32533;33466;35034;36091;38077;38974;39882;40525;41185;43233;42779;44600;43350;43084;43122;42176;41633;41414;41279;41026;41208;41849;42116;42258;41717;41544;40877;40232;41038;40586;41614;43078;41956
 14/08/2022;39665;37679;35399;35767;34821;33095;32427;31677;31253;30526;30170;30527;30993;30737;29796;30666;31365;32850;33995;35628;36806;37862;38906;39728;41928;41495;43312;41164;40786;40379;39184;38800;38176;38073;37916;38056;38874;39030;39554;39704;39633;39335;38967;39714;38844;40124;41377;40196
 15/08/2022;38046;37482;35742;36223;35291;34171;33102;32286;31771;31077;30956;31019;31009;30575;29910;29790;30304;31107;32315;33306;34323;34954;35674;35988;37859;38616;39876;37030;36311;35917;35154;34633;34274;33923;34222;34578;35521;36369;37661;38238;38324;37893;37642;38549;38393;38508;40293;39221
 16/08/2022;37722;37559;35784;36476;35970;34907;33851;33184;32743;32883;33132;33885;34842;35530;36194;37056;38325;39596;40621;41628;42672;43404;43771;44065;45638;45574;46746;44849;44474;44136;43797;43035;42670;42160;41993;41934;42661;43535;44849;44165;43572;42641;41997;42861;42045;43065;43960;42550
 17/08/2022;41492;40366;38830;39293;38404;37228;35941;35295;34523;34717;34711;35380;36462;37299;37956;39089;39976;41854;43085;44182;44834;45340;46028;46359;47359;47268;48371;46608;46127;46056;45510;44911;44403;44276;43544;43601;44812;45110;46617;46167;45314;44078;44112;43981;42888;43854;44950;43337
 18/08/2022;42171;39881;38430;39385;38894;37088;35951;35321;34553;34319;35068;36530;37459;38913;39742;41062;42580;44165;45226;46315;46636;47259;47744;48181;49506;48965;50033;48585;48116;48192;47513;46687;46214;45516;45530;44868;45820;45969;46964;46624;45574;44367;44650;44279;43190;43628;45585;44058
 19/08/2022;42491;39417;37788;38807;38577;36660;35461;34828;34275;34098;34841;35429;36294;37608;38260;39790;41176;42467;43678;45012;45443;46424;46832;47077;48638;48156;49598;47767;47716;47701;46638;45850;44935;44596;43996;44141;44302;44485;45100;44361;43736;42812;42570;42507;41738;41934;44081;42274
 20/08/2022;41109;37323;35521;36124;34945;34300;32927;32100;31589;31322;30950;31054;31771;32054;31679;32400;33114;34274;35547;37095;37833;38492;39066;40114;41854;41644;43385;41429;41089;40877;39494;39118;38587;38218;38022;38235;38555;39084;39912;39350;39370;38513;38384;39172;38454;39789;40585;39801
 21/08/2022;38554;36891;35131;35172;34128;33268;32441;31621;30910;30382;30084;30186;30568;31026;30489;30471;31046;32683;33338;34884;35921;36533;37416;38205;39960;39710;41760;38902;38135;37551;36375;36065;35483;35010;35343;34984;35501;36371;37462;37980;38117;37700;38068;39040;38074;39500;40426;39474
 22/08/2022;38083;37577;35913;36659;35068;34088;33177;32516;32350;32233;32786;33878;35315;36720;38067;38968;40349;41796;43110;44215;44870;45237;46137;46288;47984;47640;49185;46694;46375;46428;45531;44939;44695;43861;44032;42998;43771;44361;45822;45417;44768;43615;43637;44007;42826;43007;44301;43361
 23/08/2022;41578;41679;39754;40287;40080;38332;37135;36318;36111;35980;35981;37024;38302;39513;40773;41755;43393;44696;45956;46740;47655;48250;48826;49065;50136;49901;51230;49576;49352;49486;48641;48061;47391;47003;46662;45834;46567;46627;47836;47242;46493;45239;45534;44968;44215;44399;46174;45092
 24/08/2022;43257;41830;40279;40479;40294;38854;37702;37093;36626;36479;36976;37799;39373;40829;41765;42880;44371;46325;47306;48291;49166;49403;50126;50649;51671;51165;52767;50926;50705;50516;50087;49565;49216;49048;49194;47951;49012;48854;50182;49676;48547;46884;47866;47056;45973;46536;48312;47094
 25/08/2022;44784;42216;40558;41169;40932;38969;37909;37436;36974;36261;37249;38147;39526;41072;42078;43290;44948;46919;47848;48891;49959;49826;50743;51639;52626;52106;53634;51722;52109;52040;51223;50555;50138;49475;49831;48543;49467;49250;50131;49300;48526;46822;47268;46423;44745;45370;47331;45958
 26/08/2022;43971;41072;38999;39841;39823;37636;36616;36100;35876;35659;36269;37054;38183;39192;40301;41732;42985;44836;46230;47679;48628;49144;49947;50189;51516;50962;52587;50287;49744;49980;48338;48145;47398;47065;46561;46361;46734;46949;47710;46567;45649;45067;44940;45136;43198;42974;45970;44196
 27/08/2022;42423;38977;37047;37264;36669;35436;33892;33254;32545;32430;32018;32527;33011;33407;33202;33898;35040;36360;37728;39624;40949;41532;42262;42869;45228;44485;46597;44537;43948;43674;43029;42744;41855;41431;41067;41295;41726;42075;42781;42192;41561;41181;41244;41520;40375;40968;42625;41996
 28/08/2022;40421;38421;36237;36214;35480;34400;33176;32482;31566;30999;30828;30905;31228;31856;31042;31230;32051;33422;34775;36656;37970;39135;40157;40614;43305;42708;45081;42574;41608;40677;40522;39787;38934;39049;39287;39090;39979;40188;41017;41749;41284;41105;41477;41792;40822;41456;42848;42219
 29/08/2022;40291;38654;36550;36838;36150;35146;33990;33419;33000;32899;33613;34826;36602;38576;39934;41595;43256;44792;46312;47443;48404;48822;49480;49818;51788;51009;52818;50999;51241;50514;50337;49914;49246;48846;48334;47632;48130;48768;49934;49720;48429;47271;47764;47071;46020;46276;47452;46534
 30/08/2022;44518;42814;40907;41281;40934;39502;38040;37307;36947;36845;37273;38476;39846;41457;43293;44586;46483;47724;48791;49597;50325;51225;51905;52193;53693;53036;54454;52544;52881;52808;52045;51343;50746;50066;49917;49112;49686;50038;51095;50391;49060;48343;48079;47435;45909;46562;47745;46673
 31/08/2022;44605;42106;40216;40824;40470;39096;37748;37203;36923;36602;37275;38188;39768;41482;43183;44377;46059;48008;49090;50137;50684;51184;51746;52400;53247;52937;54183;52843;52789;52485;52030;51550;51241;50553;50266;49337;50400;50490;51881;51121;49632;48801;48835;47359;45909;46742;48145;46644
 01/09/2022;44439;42530;40506;41536;40727;39353;38008;37400;36784;36331;37058;38145;39620;41884;43734;45085;46320;47928;48702;49533;50325;50687;51134;51844;53032;52291;53529;52279;52652;52623;51726;51106;50712;49869;49830;48569;49652;49488;50562;49892;48777;47676;48101;46058;44531;44962;47276;46648
 02/09/2022;44351;41583;39551;40655;40130;38556;37408;36731;36233;36159;36896;37896;39428;41241;42963;44316;45572;46940;48028;49119;49719;50090;50467;50587;52255;51426;53229;51035;50977;50932;50087;49315;48780;47772;47551;47281;47523;47765;48159;46884;46303;45520;45899;45147;43471;43591;46375;44990
 03/09/2022;42592;40085;37916;38635;37677;36330;35058;34056;33364;33087;32776;33477;34116;34466;34622;34865;36052;36850;38316;40063;40956;41331;42023;42271;44904;44202;46371;44190;43506;42731;42777;41544;41162;40476;39830;40391;40764;41240;41514;41188;40876;40108;40930;40875;39268;40195;41921;41599
 04/09/2022;39811;37355;35498;35728;35032;34137;33094;32181;31468;31429;30821;31091;31576;32312;31440;31396;32353;33305;34533;35980;37256;38385;39011;39724;41974;41889;43777;41111;40576;39828;39407;38471;38077;37364;37373;37725;38528;39538;40607;41040;41257;41023;41390;40903;39465;40454;41588;40334
 05/09/2022;38964;37284;35482;35727;35088;34269;33321;32753;32235;32604;33227;34391;36062;37990;39241;40788;42457;43791;45236;46092;47070;47577;48072;48702;50392;49858;51340;49764;49856;49713;49378;48820;48284;47544;47316;46817;47138;47873;49045;48633;47477;46130;47014;45662;44722;44711;46165;44488
 06/09/2022;43138;41696;39928;40187;39630;38521;37376;36791;36119;36189;36679;37806;39187;40937;42374;43723;45501;46748;47842;48670;49507;50180;50816;51259;52767;52088;53583;51469;51659;52071;50940;50443;49877;49388;48843;48573;48797;49171;50204;49390;48392;47323;47574;46275;45083;45364;47092;45519
 07/09/2022;43809;42236;40369;40701;40115;39099;37891;37365;36717;36595;37302;38307;39784;41791;43459;44650;46163;47673;48900;49719;50303;50614;51029;51569;52641;52102;53403;51529;51609;51738;50663;50193;49824;49118;48456;48056;48771;49196;50687;49923;48624;47466;47673;46487;45437;45622;47311;45887
 08/09/2022;44084;41550;39555;40263;39888;38532;37287;36649;36077;35703;36447;37546;38929;41592;43822;45220;46415;47273;48165;48797;49498;49811;50224;50774;51860;51198;52368;50756;51118;51037;50053;49304;48904;48065;47560;47091;47899;48205;49165;48604;47347;46342;46329;44735;43345;44031;45793;44855
 09/09/2022;42990;40623;38670;39445;39434;37742;36686;36124;35539;35455;36230;37237;38747;41214;43269;44661;45854;46996;47953;48549;49066;49291;49549;49756;50899;50377;51949;49466;49582;49209;48155;47462;46963;45916;45394;45676;46002;46571;47385;46179;45454;44934;44990;43930;42545;42854;45202;43819
 10/09/2022;41813;39376;37253;37474;37048;35543;34455;33695;32849;32554;32280;33021;33752;34483;35300;35454;36194;37268;38586;39820;40569;40774;41378;41739;43814;43448;45107;42777;41817;41292;40755;39955;39449;38928;38497;39106;39853;40335;41447;40794;40714;40219;40706;40076;38677;39507;41364;40831
 11/09/2022;39438;37453;35627;35582;34956;34050;33075;32271;31518;31224;30768;31099;31745;32588;32430;32282;32824;33945;34976;36257;37286;38278;38992;39546;41620;41428;43183;40424;39298;38782;38088;37451;37159;36487;36590;36998;37887;38859;40367;40806;41204;41354;40742;40553;39140;39723;41411;40321
 12/09/2022;38847;37340;35530;35887;34948;34322;33396;32926;32361;32413;33365;34484;36363;38556;40595;42051;43407;44734;46004;46695;47408;47641;48266;48776;50133;49453;51017;49273;49365;48852;48453;47898;47654;46891;46844;46120;46782;47245;48896;48484;47729;47055;46456;45064;43837;44147;45796;44051
 13/09/2022;42760;41369;39470;40129;39250;38171;37036;36543;35953;35563;36607;37546;39151;41226;43385;44603;46154;47333;48224;49053;49689;50264;50980;51519;52693;51904;53420;51390;51590;51430;50640;50195;49816;49495;48991;48537;49244;49263;50521;49767;49058;48521;47652;45870;44903;45155;47005;45560
 14/09/2022;43514;42468;40539;41224;40248;38979;37877;37466;36833;36392;37493;38376;40071;42024;44264;45313;46681;48193;48828;49857;50323;50858;51375;52011;52815;52161;53688;51845;51852;51436;50827;50417;50188;49532;49151;48609;49490;49743;51124;50786;49812;49330;48222;46454;45023;46149;47697;46219
 15/09/2022;44368;41633;39605;40204;39736;38166;37145;36586;35971;35587;36297;37403;39057;41388;44157;45622;46508;47206;47769;48665;49256;49662;50071;50677;51606;50835;52118;50590;50457;50017;49422;48855;48591;47595;47571;46839;47800;48261;49400;49185;48288;47964;46947;45139;43428;44946;46003;45051
 16/09/2022;42937;40423;38702;39342;38961;37634;36592;35919;35418;35188;35917;36938;38652;41103;43641;45019;46083;47095;47821;48522;48908;49084;49366;49411;50646;50158;51261;48891;48362;47787;47107;46505;45842;44740;44379;44693;44983;45872;46738;46159;45760;45888;45002;43747;42407;43255;45081;43923
